id	deck	name	year	type	subtype1	subtype2	attack_strength	defense_strength	morale_add	morale_lose	strength_add	strength_lose	defense_add	defense_lose	ability_type	usage_type	frequency	when_to_play	abilities
CO4301	C	Alexander the Great	356-323 BC	character	conqueror		1000	800									2	C	Your Land's Strength increases by 500 during his first two turns.
CO4302	C	King Louis XIV	1638-1715	character	conqueror		800	700									1	H	Before his first battle, a Leader from the Land he is attacking is discarded.
CO4303	C	Pharaoh Ramses II	1300s-1213 BC	character	conqueror		1000	900									OO	H	If your opponent gives you a Character, then you will not attack for the rest of that turn.
CT4301	C	Argentina		land													1	H	Increase both your Morale and Strength by 300 points if you discard a Character.
CT4302	C	Egypt		land													OO	C	While under any Pharaoh's leadership, increase your Strength by 500 points.
CT4303	C	Philippines		land													2	H	Any one US territory may combine Strength with this Land when defending against an opponent.
CT4304	C	Scotland		land													OO	C	Double any Viking Character or Army's Attack and Defense  when defending Scotland.
CT4305	C	Thailand		land													OO	C	No European Character cards may occupy this Land.
CT4306	C	US West Coast		land													1	I	If you have at least three US territories, increase Morale by 300 points.
DO4301	C	Bill of Rights	December 15, 1791	document											INTERRUPT	CONSTANT	OO	C	INTERRUPT - ONCE: Increase your Morale by 200. CONSTANT: Increase your Civilization's Defense by 300.
EC4301	C	David Ricardo	1772 - 1823	character	economist		100	60									1	I	David Ricardo increases your Morale by 200 points.  If Karl Marx is in play, that player loses 300 Morale.
EN4301	C	Margaret Hughes	1645-1719	character	entertainer		20	20									1	I	Hughes gives strength to women. For every woman in your Civilization, increase your Morale by 100.  
EV4301	C	Renaissance	14th to 17th Century	event													1	I	Through enlightenment, increase your Morale by 400.
EN4302	C	Salem Witch Trials	1692-1693	event													1	I	Decrease every opponent's Morale by 200. 
EV4303	C	Sinking of the Titanic	4489	event											INTERRUPT		1	I	INTERRUPT: Excluding Land, one of your opponent's cards in play, of your choice, must be discarded.
EV4304	C	Vietnam War	1956-1975	event											INTERRUPT		2	H	INTERRUPT: Send any Army in play to defend any Land under attack. Transportation rules do not apply.
EX4301	C	Amelia Earhart	1897-1937	character	explorer	air	100	200									OO	C	Increase your Defense by 400 when the Land she occupies is under attack by another Explorer. 
EX4302	C	George Bass	1771-1803	character	explorer	sea	300	200									1	H	If you're about to lose a Land, Bass may discover a new Land, transport one Character with him, and is discarded afterwards.
EX4303	C	John Cabot	1450-1499	character	explorer	sea	200	400									1	I	If Cabot discovers any Canadian Land, increase your Morale by 100. If he discovers an Asian Land, increase your Morale by 200.
EX4304	C	Vasco Núñez de Balboa	1475-1519	character	explorer	land_sea	600	700									1	H	After two turns, Balboa may discover a second Land and must be discarded  immediately. 
EX4305	C	Yuri Gagarin	1934 - 1968	character	explorer	space	100	100									1	I	If he discovers an Asian Land increase your Morale by 300.
IN4301	C	Johannes Gutenberg	1395-1468	character	inventor		40	60									1	I	If the Printing Press is in play, increase your Morale by 400. If it is not yet in play, increase by 200.
IN4302	C	Lewis Latimer	1848-1928	character	inventor												1	H	Latimer drafts a copy of one of your opponents’ Technologies. You gain the same effects as that card.
KN3004	C	English Language	15th century 	knowledge													2	H	Your vast knowledge of the English language allows you to look into any one player’s hand once per turn. 
LE4301	C	James Madison	1751-1836	character	leader		400	500									1	I	Increase your Morale by 300. HOLD: When successful defending against a " British Empire" card, increase your Morale by 200.
LE4302	C	King Ferdinand and Queen Isabella	1451-1516	character	leader		400	500									1	H	Your opponent must attack and win twice on the same turn to kill this card before any others. This card will remain yours until such time.
LE4303	C	Queen Ahhotep I	1560-1530 BC	character	leader		200	400									1	I	Due to steady, wise leadership, increase your Morale by 200.
LE4304	C	Theodore Roosevelt	1858-1919	character	leader												1	I	All Businessmen in play must be sent to the discard pile when Teddy is played.
LO4301	C	Lost Among the Pharaohs	16th to 11th century BC	location													1	I	You can play any one card from your discard pile.
MU4301	C	Wolfgang Amadeus Mozart	1756-1791	character	musician		20	20									1	I	Increase your Morale by 200.  For one turn, no one can attack anywhere in Europe.
OR4301	C	Central Intelligence Agency	15966	organization											INTERRUPT		1	I	INTERRUPT: You have 10 seconds to discard an opponent's card or this card will self-destruct to the discard pile. 10, 9, 8…
OU4301	C	Lester Gillis	1908-1934	character	outlaw	mobster	700	200									1	I	Decrease your opponent's  Morale by 400.  Discard this card after two rounds.
PH4301	C	Socrates	469-399 BC	character	philosopher		20	20									1	I	Increase your Morale by 300. 
PO4301	C	Aaron Burr	1756 - 1836	character	politician			70									1	I	He will duel with any one Character of your choice. The Character with the largest Attack points win. Loser is discarded.
SC4301	C	Charles Robert Darwin	1809-1882	character	scientist		20	60									1	I	When played, you discover a new Land from one of your opponents' Land piles.
SP4301	C	Martin Luther	1483–1546	character	spiritual_leader		20	20									1	I	Increase your Morale by 400. If any Pope is in play, he must be discarded immediately.
TE4301	C	Invention of the Automobile	1769	technology												CONSTANT	OO	C	ONCE: All Lands in your Civilization may attack twice. CONSTANT: Increase your Civilization’s Strength by 200.
TE4302	C	Invention of the Printing Press	1041-1048	technology													1	I	If Gutenberg is in play, increase your Morale by 400. If he is not yet in play increase by 200.
WA4301	C	Peter Salem (Cover)	1750-1816	character	warrior		300	400									2	H	Your opponent must discard one Character when he attacks a Land Salem is defending.
AC4201	B	Eleanor Roosevelt	1884 - 1962	character	activist		40	60									1	I	Eleanor gives strength to women. For every woman in your Civilization, increase your Morale by 100.
AC4202	B	Jane Addams	1860-1935	character	activist		40	20							INTERRUPT		1	I	INTERRUPT: For this turn only, no Event card will affect your Civilization.
AR4201	B	African Tribal Warriors	3000BC	army			2000	3000									OO	C	If defending a Land in Africa, increase Strength by 1000.
AR4202	B	Tlingit Warriors	October 1804	army			2000	3000									1	H	If your Land was taken in battle, this Army reclaims it and all that opponent's  Characters and Armies are discarded.
AR4203	B	Spanish Conquistadors	1479-1777	army			3000	2000									OO	C	When being led by a Spanish Leader, increase your Strength by 1000.
AR4204	B	Spanish Armada	8 August 1588	army			2000	1000									OO	C	If the Spanish Armada is defending Spain, increase its Defense by 1000, but decrease its Attack by 500.
AI4201	B	Michelangelo Buonarroti	1475-1564	character	artist		20	40									1	I	Increase your Morale by 300.
AS4201	B	Grigori Yefimovich Rasputin	1869-1916	character	assassin		-300	-300		200							1	I	Place Rasputin in one of your opponent's Lands. He must be the last Character to be discarded from that Land. Lose 200 Morale. 
AT4201	B	Eric Liddell	1902-1945	character	athlete		40	60									1	I	Eric Liddell's Olympic Gold inspires your Civilization. Increase your Morale by 200.
AU4201	B	Samuel L Clemens	1835-1910	character	author		20	20							INTERRUPT		1	I	INTERRUPT: Reverse any Event card your opponent plays on you. Your opponent feels the effects.
AU4202	B	Satomura Joha	1510–1552	character	author		0	0									OO	C	Joha doubles the Strength of one of your Characters occupying the same Land. If that Character dies, Joha trains another.
BU4201	B	George Westinghouse	1846-1914	character	businessman		100	80									1	H	Westinghouse confiscates any one of your opponents' Technology cards and gains its abilities without the original owner losing that card's gained Morale.
C04201	B	Attila the Hun	Ruled: 434–453	character	conqueror		800	700									OO	C	For your first attack, double your Lands’ combined Strength.
CO4202	B	Gaius Julius Caesar	100 BC – 44 BC	character	conqueror		1000	900									2	H	Any Army card occupying the same Land as Caesar will kill a Leader in the defending Land before the attack.
CO4203	B	Napoleon Bonaparte	1769-1821	character	conqueror		700	600									1	H	If you win your first attack, you can take a card of your choice from your opponent's hand. 
CT4201	B	Iceland		land													OO	C	The attacking Land must have an Explorer, Pirate, or Shipbuilding Technology card to attack. Increase Defense by 500.
CT4202	B	Indonesia		land													OO	C	Due to being on an island, increase your Defense by 1,000.
CT4203	B	Japan		land													1	I	You gain the use of any Technology cards in play.
CT4204	B	Libya		land													OO	H	If you have an Islamic Spiritual Leader or an Ottoman Leader in this Land, increase your Strength and Morale by 500.
CT4205	B	Canadian Province of Quebec		land													OO	C	If Quebec is led by a French leader, increase your Strength by 500.
CT4206	B	Venezuela		land												CONSTANT	OO	C	If Christopher Columbus is in this Land—ONCE: Increase your Morale by 300. CONSTANT: Increase your Strength by 500. 
DC4201	B	Torah	600 BC	document													OO	C	The enlightenment you gain from the Torah gives your Civilization 400 Morale points.
EN4201	B	Buffalo Bill Cody	1846-1917	character	entertainer		80	60									1	I	Increase your Morale by 200. For each additional Wild West or Native American Character in your Civilization, increase your Morale by 100.
EC4201	B	Pythagoras of Samos	570 -495 BC	character	mathematician												1	H	Pythagoras allows you to use the effects of one opponent's Technology card.
EV4201	B	Cold War	1947-1991	event													OO	C	You may look at one opponent’s hand per turn for the next five turns.
EV4202	B	The Crusades	1095-1303	event													OO	C	If you have a Spiritual Leader in your Civilization when you play this card, increase his or her Attack and Defense by 1600 points.
EV4203	B	Donner Party	1846–1847	event													1	I	An opponent of your choice may not attack for two turns and loses 300 Morale.
EV4204	B	Hundred Years War	1337 -1453	event											INTERRUPT		1	I	INTERRUPT: One of your opponent’s Character or Army cards loses all its Abilities, Attack, and Defense for one turn.
EX4201	B	Captain Robert Scott	1868-1912	character	explorer	land_sea	300	100									1	I	When played, discover a new Land and bring one active Character to this Land with him. He must be discarded after two turns.
EX4202	B	Ernest Shackleton	1874-1922	character	explorer	land_sea	200	200							INTERRUPT		1	H	INTERRUPT: If you're about to lose a Land, move one Character and Shackleton to any other Land.  Increase Morale by 300.
EX4203	B	Ferdinand Magellan	1480-1521	character	explorer	sea	300	100									1	I	One opponent of your choice must discard an Explorer. Magellan can only discover or occupy a coastal Land.
EX4204	B	Leif Ericson	970-1020 AD	character	explorer	sea	500	200									OO	C	Transport any two Character and/or Army cards to battle any Land in play. 
EX4205	B	Mansa Musa	1280s-1337	character	explorer	land	800	600									1	I	If Musa occupies an African Land, increase your Morale and Strength by 200 points.
IN4201	B	Alexander Graham Bell	1847-1922	character	inventor		60	40									1	I	Increase your Morale by 300 points.
IN4202	B	Thomas Crapper	1836-1910	character	inventor		60	40									1	I	Due to your people’s immense relief, increase your Morale by 300 points. 
KN4201	B	Calculus	225 BC	knowledge													1	I	Increase your Morale by 300 points.
LE4201	B	Juliette Gordon Low	1860-1927	character	leader		100	100								CONSTANT	OO	C	ONCE: Increase your Morale by 100. CONSTANT: Double the Strength of all female Leader cards in your Civilization. 
LE4202	B	Miyamoto Musashi	1584-1645	character	leader		500	500									OO	C	Miyamoto teaches the Characters in his Land to fight. Increase each Character's Attack by 200.
LE4203	B	Pancho Villa	1878-1923	character	leader		400	500								CONSTANT	OO	C	When fighting against a Land with a Conqueror—ONCE: Increase your Morale by 200. CONSTANT: Increase Strength by 500.
LE4204	B	Sitting Bull	1831-1890	character	leader		400	500									2	H	For two turns, Sitting Bull can unite two Army cards on the same continent in order to fight together.
LO3005	B	Great Wall of China	206 BC	location											INTERRUPT		2	I	INTERRUPT: With the Great Wall, no one may attack one of your Lands for two rounds.
MU2001	B	Ludwig van Beethoven	1770-1827	character	musician		20	20									1	I	Increase your Morale by 300.
OR3002	B	National Security Agency	17840	organization													1	H	The NSA allows you to copy all Technology cards held by one of your opponents.
OU3003	B	Ernesto Che Guevara	1928 - 1967	character	outlaw	rebel	400	200		300							1	H	ONCE: With Che Guevara, if you win two attacks against your opponent's Land, you take the Land but lose 300 Morale.
PH3001	B	Aristotle	384-322 BC	character	philosopher		20	20									OO	C	Double the Ability of any Spiritual Leader in your Civilization. Increase your Morale by 200.
PO3002	B	Wentworth Cheswell	1746-1817	character	politician		300	300							INTERRUPT		OO	C	INTERRUPT: Because you have fair warning, increase your Land's Defense by 500 points.
SC3005	B	Galileo Galilei	1564-1642	character	scientist		60	80							INTERRUPT		OO	H	INTERRUPT:  Your Civilization is safe from the effects of any opponent's Event while Galileo is active in your Civilization.
SP3004	B	Mohandas Gandhi	1869-1948	character	spiritual_leader		0	0									OO	C	The Land Gandhi occupies can neither attack nor be attacked.
TE3008	B	Invention of Penicillin Meds	15414	technology													1	I	When this card is played, you may bring one Character back from your discard pile.
TE3005	B	Invention of the Atomic Bomb	1939	technology													1	I	The Atomic Bomb renders one of your opponent's Land unusable for 3 turns and all Characters in that Land  must be discarded.
WA3004	B	Trung Sisters	12 –  43 AD	character	warrior		500	400									OO	C	If fighting in Asia, increase your Strength by 500. 
AC4101	A	Frederick Douglass	1818-1895	character	activist		60	100									OO	C	Douglass inspires all your black Characters. For every black Character in your Civilization, increase his Land's Defense by 200.
AC4102	A	Susan B. Anthony	1820-1906	character	activist		40	60									1	I	Anthony adds strength to female Characters. For every woman in your Civilization, increase your Morale by 200.
AR4101	A	English Army	1066 - 1604	army			3000	3000									OO	C	The English Army increases his Land’s Strength by 300 if it fights  on behalf of the United Kingdom or an English Leader.
AR4102	A	Mongolian Army (Cover)	1206BC - 1368AD	army			4000	1000									1	H	The Mongolian Army wins its  first attack on any Land, beating any other card with the same type of ability.
AR4103	A	Steel Workers	June 30, 1892	army			1500	1500							CHOICE		OO	C	CHOICE: With every battle you win, increase this card's Attack or Defense by 500.
AR4104	A	Viet Minh Guerrillas	1941-1975	army			2000	3000									OO	C	If the Viet Minh fight in Asia, increase this card's Attack Strength by 1,000.
AI4101	A	Leonardo da Vinci	1452 - 1519	character	artist		80	80									OO	C	You may use all your opponents’ Technology cards until Leonardo is discarded.
SY4101	A	Mary Elizabeth Bowser	1839-1865	character	spy												OO	C	Bowser allows you to look at one opponents' hand per turn. Through reconnaissance,   increase your Land’s Strength by 400.
AT4101	A	Jesse Owens	1895-1948	character	athlete												1	I	Jesse Owens' inspires your people. Increase your Morale by 200.
AU4101	A	C.S. Lewis	1898 - 1963	character	author		200	100									1	I	Increase your Morale by 200. For each Christian Leader in your Civilization, increase your Morale by an additional 100.
AU4102	A	Homer	8th century BC	character	author		100	100							INTERRUPT		1	I	INTERRUPT: Sneak into one of your opponents’ Lands  and kill any one Character card with 100 or fewer Attack.
BU4101	A	Madam CJ Walker	1867-1919	character	businessman		40	60									OO	C	Madam Walker's products are uplifting. For every black woman played, until Walker is discarded , increase your Morale by 100.
CO4101	A	Charlemagne	742 - 814	character	conqueror		800	800							CHOICE		OO	C	CHOICE: If battling in Europe, your Attack OR Defense increases by an additional 500.
CO4102	A	Eric Bloodaxe	885 - 954	character	conqueror		800	700									OO	C	During every attack, your opponent's Defense decreases by 500 until the end of that round.
CO4103	A	Timur the Lame'	1336-1405	character	conqueror		1500	1000									OO	C	When Timur attacks in Asia or Africa, add an additional 1,000 Attack.
CT4101	A	Alaska		land													OO	C	With any Native American Army in Alaska, increase your Strength by 1,000.
CT4102	A	Colombia		land													OO	C	
CT4103	A	Democratic Republic of the Congo		land													OO	C	When a rebel Army sets up camp in Congo, add 500 Strength.
CT4104	A	Germany		land													OO	C	Your Land's Strength increases by 500 unless a World War card is played in battle.
CT4105	A	Saudi Arabia		land													1	C	If an Asian, European, or African Land is threatened with imminent takeover, all Character and Army cards may be moved to this Land. Land rules apply.
CT4106	A	Tonga		land													1	I	Enjoying the beauty of the islands increases your Morale by 300 points.
DO4101	A	U.S. Constitution	September 17, 1787	document													OO	C	Increase your Morale by 400 when played. Increase your Civilization's Defense by 300.
EC4101	A	Adam Smith	1723-1790	character	economist		70	10									1	I	You can exchange any one card from your opponent's hand with a card in your own. Both parties must agree on the exchange.
EN4101	A	Charlie Chaplin	1889 - 1977	character	entertainer		80	40									OO	C	Increase your Morale by 100 every turn until Chaplin is discarded or until your Morale reaches 1,500 points.
EV4101	A	Dark Ages	5th to 10th Centuries	event											CHOICE		1	I	CHOICE: One opponent must discard all Knowledge and Technology cards in play.
EV4102	A	Gold Rush	1848 - 1905	event													1	I	Add a new Land to your civilization.
EV4103	A	American Slavery	8000 BC	event													1	I	Abolish slavery, increase Morale by 300.
EV4104	A	The Great Depression	10840	event											CHOICE		1	I	CHOICE: One of your opponents’ Morale decreases by 500. 
EX4101	A	Aud the Deep-Minded	834-900 AD	character	explorer	sea	100	200									1	H	When imminent defeat is foretold, Aud transports all cards defending her Land to another Land in your Civilization. Land rules still apply.
EX4102	A	Danish King Godfred	Ruled: 804-810	character	explorer	sea	1000	1200							INTERRUPT		OO	C	INTERRUPT, EXCHANGE: Offer to defend an opponent's Land for one turn, in exchange for a card from that player’s hand.
EX4103	A	Erik Thorvaldsson	950-1003 AD	character	explorer	sea	500	200									1	H	If he is the last Character defending a Land, he may escape and discover a second Land.
EX4104	A	Francisco Pizarro	1471-1541	character	explorer	sea	300	100									OO	C	When attacking  a South American Land or attacking with the Spanish Conquistadors increase his Strength by 500.
EX4105	A	Lewis and Clark	1804-1806	character	explorer	land	80	100									1	H	After this card is played, if a Native American card is placed in your Civilization immediately discover a new Land.
SC4101	A	Benjamin Banneker	1731-1806	character	scientist				100								1	I	For every American Revolution or Industrial Revolution card in play gain 100 Morale.
IN4101	A	Nikola Tesla	1856-1943	character	inventor		80	100									1	H	Choose any Technology Card in play and gain double its abilities without confiscation.
KN2005	A	Physics	3000 BC	knowledge											INTERRUPT		1	I	INTERRUPT: Reverse any Event card played against you.
LE4101	A	Abraham Lincoln	1809-1865	character	leader		400	500									1	H	Increase your Morale by 300. When he wins his first Attack, one of your opponent’s Characters will unite with the attacking Land.
LE4102	A	David Crockett	1786-1836	character	leader		400	700									OO	C	Each round: If an opponent attacks a Land Crockett is defending, you win the first battle. 
LE4103	A	Geronimo	1829 - 1909	character	leader		700	500							INTERRUPT		1	I	INTERRUPT: He sneaks into your opponent's Hand and kills one Character card before it is played.
LE4104	A	Khutulun	1260-1306	character	leader		500	400									2	H	She will challenge any one of your opponent's Characters; the highest Attack wins. Loser is discarded.
LO4101	A	Berlin Wall	32821	location													1	I	All duplicate Lands must be discarded. Move displaced cards to another Land on the same Continent or discard them. Land rules apply.
MU4101	A	John Philip Sousa	1854-1932	character	musician		20	60									1	I	Increase your Morale by 200.
OR4101	A	Internal Revenue Service	July 1, 1862	organization													1	I	Place a tax over your opponent's people and lower their Morale by 300 points.
PI4101	A	Anne Bonny	1698-1782	Outlaws_Pirates			300	150									1	I	Through frequent pillaging, decrease Morale of all your opponents by 300. 
PH4101	A	Epicurus	341-270 BC	character	philosopher		20	20									1	H	Epicurus forces one opponent to discard one Spiritual Leader.
PO4101	A	Hiram Rhodes Revels	1827-1901	character	politician		100	120									1	I	Revels gives strength to black characters. For every black Character in your Civilization, increase your Morale by 100.
SC4102	A	Benjamin Franklin	1706 - 1790	character	scientist		80	60									1	H	Take one Technology or Knowledge card from each of your opponents.
SP4101	A	John Calvin	1509 - 1564	character	spiritual_leader		20	20									1	I	Increase your Morale by 400 points.
TE3012	A	Invention of the Personal Computer	1965	technology												CONSTANT	OO	C	ONCE: Increase your Morale by 300. CONSTANT: Increase Strength for your Civilization by 300 while this card is in play.
TE4102	A	Invention of the Tennis Shoe	1830's	technology												CONSTANT	OO	C	ONCE: Increase your Morale by 200. CONSTANT: Increase Strength for your Civilization by 200 while this card is in play.
WA4101	A	Prince Estabrook	1741-???	character	warrior												OO	I	When you play Estabrook, you may search your Deck for any one black Character or Army card and play it immediately.
